Record Length,2.50E+03,,-0.512,0.008
Sample Interval,4.00E-04,,-0.5116,0.004
Trigger Point,1.28E+03,,-0.5112,0.004
,,,-0.5108,0.004
,,,-0.5104,0.004
,,,-0.51,0.004
Source,CH1,,-0.5096,0.004
Vertical Units,V,,-0.5092,0.004
Vertical Scale,1.00E-01,,-0.5088,0.004
Vertical Offset,-3.04E-01,,-0.5084,0.004
Horizontal Units,s,,-0.508,0.004
Horizontal Scale,1.00E-01,,-0.5076,0.004
Pt Fmt,Y,,-0.5072,0.004
Yzero,0.00E+00,,-0.5068,0.008
Probe Atten,1.00E+00,,-0.5064,0.004
Model Number,TDS1012B,,-0.506,0.004
Serial Number,C055216,,-0.5056,0.004
Firmware Version,FV:v22.16,,-0.5052,0.004
,,,-0.5048,0.004
,,,-0.5044,0.004
,,,-0.504,0.004
,,,-0.5036,0.004
,,,-0.5032,0.004
,,,-0.5028,0.004
,,,-0.5024,0.004
,,,-0.502,0.004
,,,-0.5016,0.004
,,,-0.5012,0.004
,,,-0.5008,0.004
,,,-0.5004,0.004
,,,-0.5,0.004
,,,-0.4996,0
,,,-0.4992,0.004
,,,-0.4988,0.004
,,,-0.4984,0.004
,,,-0.498,0.004
,,,-0.4976,0.004
,,,-0.4972,0.004
,,,-0.4968,0.004
,,,-0.4964,0.004
,,,-0.496,0.004
,,,-0.4956,0.004
,,,-0.4952,0.004
,,,-0.4948,0.004
,,,-0.4944,0.004
,,,-0.494,0.004
,,,-0.4936,0.004
,,,-0.4932,0.004
,,,-0.4928,0.004
,,,-0.4924,0.004
,,,-0.492,0.004
,,,-0.4916,0.004
,,,-0.4912,0.004
,,,-0.4908,0.008
,,,-0.4904,0.004
,,,-0.49,0
,,,-0.4896,0.004
,,,-0.4892,0.004
,,,-0.4888,0
,,,-0.4884,0.004
,,,-0.488,0.004
,,,-0.4876,0.004
,,,-0.4872,0.004
,,,-0.4868,0.008
,,,-0.4864,0.004
,,,-0.486,0.004
,,,-0.4856,0.004
,,,-0.4852,0.004
,,,-0.4848,0.004
,,,-0.4844,0.004
,,,-0.484,0.004
,,,-0.4836,0.004
,,,-0.4832,0.004
,,,-0.4828,0.004
,,,-0.4824,0.004
,,,-0.482,0.004
,,,-0.4816,0
,,,-0.4812,0.004
,,,-0.4808,0.004
,,,-0.4804,0.004
,,,-0.48,0.004
,,,-0.4796,0.004
,,,-0.4792,0.004
,,,-0.4788,0.004
,,,-0.4784,0.008
,,,-0.478,0
,,,-0.4776,0.004
,,,-0.4772,0.004
,,,-0.4768,0.004
,,,-0.4764,0.004
,,,-0.476,0.004
,,,-0.4756,0.004
,,,-0.4752,0.004
,,,-0.4748,0
,,,-0.4744,0.004
,,,-0.474,0.004
,,,-0.4736,0.004
,,,-0.4732,0.004
,,,-0.4728,0.004
,,,-0.4724,0.004
,,,-0.472,0.004
,,,-0.4716,0.004
,,,-0.4712,0.004
,,,-0.4708,0.004
,,,-0.4704,0.004
,,,-0.47,0.004
,,,-0.4696,0.004
,,,-0.4692,0.004
,,,-0.4688,0.004
,,,-0.4684,0.004
,,,-0.468,0.004
,,,-0.4676,0
,,,-0.4672,0.004
,,,-0.4668,0.004
,,,-0.4664,0.004
,,,-0.466,0.004
,,,-0.4656,0.004
,,,-0.4652,0.004
,,,-0.4648,0.004
,,,-0.4644,0.004
,,,-0.464,0.004
,,,-0.4636,0.004
,,,-0.4632,0.004
,,,-0.4628,0.004
,,,-0.4624,0.004
,,,-0.462,0.004
,,,-0.4616,0.004
,,,-0.4612,0
,,,-0.4608,0.004
,,,-0.4604,0.004
,,,-0.46,0
,,,-0.4596,0.004
,,,-0.4592,0.004
,,,-0.4588,0.004
,,,-0.4584,0.004
,,,-0.458,0.004
,,,-0.4576,0.004
,,,-0.4572,0.004
,,,-0.4568,0.004
,,,-0.4564,0.004
,,,-0.456,0.004
,,,-0.4556,0
,,,-0.4552,0.004
,,,-0.4548,0.004
,,,-0.4544,0.004
,,,-0.454,0.004
,,,-0.4536,0.004
,,,-0.4532,0.004
,,,-0.4528,0.004
,,,-0.4524,0
,,,-0.452,0.004
,,,-0.4516,0.004
,,,-0.4512,0.004
,,,-0.4508,0.004
,,,-0.4504,0.004
,,,-0.45,0.004
,,,-0.4496,0.004
,,,-0.4492,0.004
,,,-0.4488,0.004
,,,-0.4484,0.004
,,,-0.448,0.004
,,,-0.4476,0.004
,,,-0.4472,0.004
,,,-0.4468,0.004
,,,-0.4464,0.004
,,,-0.446,0.004
,,,-0.4456,0.004
,,,-0.4452,0.004
,,,-0.4448,0.004
,,,-0.4444,0.004
,,,-0.444,0.004
,,,-0.4436,0.004
,,,-0.4432,0.004
,,,-0.4428,0.004
,,,-0.4424,0.004
,,,-0.442,0.004
,,,-0.4416,0.004
,,,-0.4412,0.004
,,,-0.4408,0.004
,,,-0.4404,0.004
,,,-0.44,0.004
,,,-0.4396,0.004
,,,-0.4392,0.004
,,,-0.4388,0.004
,,,-0.4384,0.004
,,,-0.438,0.004
,,,-0.4376,0.004
,,,-0.4372,0.008
,,,-0.4368,0.004
,,,-0.4364,0.004
,,,-0.436,0.004
