345.44,-73.333
345.66,-73.333
345.87,-73.333
346.09,35.185
346.31,-29.73
346.53,-186.667
346.74,-3550
346.96,24.286
347.18,42.308
347.4,56.481
347.61,89.344
347.83,134.459
348.05,129.63
348.27,37.209
348.48,2.381
348.7,21.283
348.92,18.769
349.14,-13.333
349.35,-30.27
349.57,-48.993
349.79,-106.78
350.01,-340.323
350.22,-113.636
350.44,-255.882
350.66,-79.091
350.88,72.807
351.09,84.138
351.31,85.892
351.53,50.813
351.74,18.214
351.96,34.286
352.18,26.63
352.4,24.477
352.61,15.146
352.83,2.959
353.05,-7.863
353.27,-3.532
353.48,1.686
353.7,6.229
353.92,12.604
354.13,5.226
354.35,0
354.57,0.277
354.79,-20.588
355,-34.959
355.22,-9.179
355.44,-4.724
355.65,-53.846
355.87,-432.353
356.09,609.524
356.31,1981.818
356.52,-68.627
356.74,-281.132
356.96,-314.286
357.17,966.667
357.39,119.048
357.61,147.692
357.82,38.889
358.04,155.714
358.26,136.025
358.48,131.746
358.69,114.043
358.91,69.048
359.13,36.77
359.34,21.613
359.56,11.78
359.78,18.045
359.99,18.698
360.21,20.738
360.43,13.941
360.64,1.338
360.86,4.58
361.08,-37.092
361.3,-7.102
361.51,-6.587
361.73,-1.347
361.95,7.469
362.16,-25.6
362.38,21.849
362.6,-44.086
362.81,-21.053
363.03,-16.949
363.25,-38.164
363.46,3.065
363.68,5
363.9,36.676
364.11,48.252
364.33,34.104
364.55,19.652
364.76,9.013
364.98,0
365.2,-19.858
365.41,-33.948
365.63,-47.15
365.85,-53.819
366.06,-89.02
366.28,-142.857
366.5,-189.552
366.71,-169.388
366.93,-82.486
367.15,-73.968
367.36,-47.978
367.58,-55.388
367.8,-29.457
368.01,-36.075
368.23,-46.819
368.44,-17.234
368.66,-0.589
368.88,0.996
369.09,13.73
369.31,24.129
369.53,31.64
369.74,40.21
369.96,47.716
370.18,52.257
370.39,74.667
370.61,64.706
370.83,71.75
371.04,83.857
371.26,78.396
371.47,73.876
371.69,73.81
371.91,65.795
372.12,62.797
372.34,64.773
372.56,65.278
372.77,44.844
372.99,83.792
373.2,49.719
373.42,45.354
373.64,43.358
373.85,32.461
374.07,11.817
374.29,12.676
374.5,12.943
374.72,13.837
374.93,21.592
375.15,23.346
375.37,10.456
375.58,31.62
375.8,27.909
376.01,28.877
376.23,30.827
376.45,41.265
376.66,34.483
376.88,39.98
377.09,33.081
377.31,22.029
377.53,18.398
377.74,15.991
377.96,12.215
378.17,13.341
378.39,0.78
378.61,10.405
378.82,-3.177
379.04,10.685
379.25,-6.199
379.47,-7.229
379.69,15.274
379.9,21.244
380.12,22.222
380.33,-0.204
380.55,-28.322
380.77,-26.316
380.98,-26.277
381.2,-12.956
381.41,-11.36
381.63,-14.286
381.84,6.893
382.06,2.812
382.28,11.239
382.49,7.677
382.71,10.973
382.92,29.33
383.14,32.038
383.35,25.902
383.57,25.784
383.79,36.799
384,41.277
384.22,46.037
384.43,44.704
384.65,39.434
384.86,45.563
385.08,48.804
385.3,48.51
385.51,54.682
385.73,58.553
385.94,59.248
386.16,50.642
386.37,48.171
386.59,40.214
386.8,40.453
387.02,41.745
387.24,35.072
387.45,29.853
387.67,21.684
387.88,16.174
388.1,8.703
388.31,5.726
388.53,17.08
388.74,21.076
388.96,29.872
389.17,32.737
389.39,34.671
389.6,38.81
389.82,42.604
390.04,49.714
390.25,49.596
390.47,49.753
390.68,53.914
390.9,48.827
391.11,53.741
391.33,48.414
391.54,47.216
391.76,46.517
391.97,47.011
392.19,47.524
392.4,43.447
392.62,40.649
392.83,40.286
393.05,42.865
393.26,50.922
393.48,48.591
393.69,52.673
393.91,53.597
394.13,57.534
394.34,56.841
394.56,57.214
394.77,56.368
394.99,57.881
395.2,57.734
395.42,56.554
395.63,57.12
395.85,57.069
396.06,58.285
396.28,56.299
396.49,54.644
396.71,53.34
396.92,52.935
397.14,53.838
397.35,54.273
397.57,52.863
397.78,51.565
398,49.369
398.21,46.707
398.43,45.241
398.64,46.671
398.86,47.453
399.07,49.811
399.29,49.774
399.5,48.226
399.71,49.249
399.93,51.878
400.14,52.457
400.36,53.819
400.57,56.561
400.79,56.923
401,59.026
401.22,60.576
401.43,60.672
401.65,62.112
401.86,61.852
402.08,60.162
402.29,61.134
402.51,61.067
402.72,58.349
402.94,58.527
403.15,56.926
403.37,55.733
403.58,56.344
403.79,55.578
404.01,55.717
404.22,57.334
404.44,58.36
404.65,56.565
404.87,56.604
405.08,60.157
405.3,59.593
405.51,62.246
405.73,65.015
405.94,63.884
406.15,65.646
406.37,62.928
406.58,63.787
406.8,62.191
407.01,63.638
407.23,64.843
407.44,64.551
407.66,67.532
407.87,66.316
408.08,64.692
408.3,63.446
408.51,62.774
408.73,64.301
408.94,63.516
409.16,67.647
409.37,66.591
409.59,66.309
409.8,66.481
410.01,64.575
410.23,63.584
410.44,62.941
410.66,64.122
410.87,64.482
411.09,65.446
411.3,66.145
411.51,63.988
411.73,67.453
411.94,66.925
412.16,67.597
412.37,67.232
412.58,67.07
412.8,67.446
413.01,67.526
413.23,67.61
413.44,66.825
413.66,66.705
413.87,67.265
414.08,65.495
414.3,66.68
414.51,65.986
414.73,66.453
414.94,67.366
415.15,67.065
415.37,66.412
415.58,66.301
415.8,66.978
416.01,67.42
416.22,67.908
416.44,66.169
416.65,65.732
416.87,66.083
417.08,66.722
417.29,65.731
417.51,66.443
417.72,67.311
417.93,66.58
418.15,65.328
418.36,64.661
418.58,64.194
418.79,66.089
419,66.5
419.22,64.611
419.43,63.548
419.65,64.3
419.86,63.716
420.07,63.335
420.29,63.464
420.5,64.592
420.71,65.457
420.93,64.147
421.14,63.895
421.35,64.17
421.57,65.346
421.78,65.573
422,66.293
422.21,66.002
422.42,65.978
422.64,65.425
422.85,64.405
423.06,63.052
423.28,63.727
423.49,62.982
423.7,62.066
423.92,62.189
424.13,62.268
424.35,62.288
424.56,62.603
424.77,62.232
424.99,62.787
425.2,62.944
425.41,62.392
425.63,62.222
425.84,62.445
426.05,62.5
426.27,62.51
426.48,62.199
426.69,61.549
426.91,61.274
427.12,61.394
427.33,61.482
427.55,61.272
427.76,62.342
427.97,62.233
428.19,61.934
428.4,62.301
428.61,61.58
428.83,62.237
429.04,62.299
429.25,62.098
429.47,61.673
429.68,61.147
429.89,61.141
430.11,60.383
430.32,60.743
430.53,60.83
430.74,60.644
430.96,60.532
431.17,59.964
431.38,59.762
431.6,60.189
431.81,60.277
432.02,60.192
432.24,60.231
432.45,60.466
432.66,60.498
432.88,60.203
433.09,59.646
433.3,59.512
433.51,59.139
433.73,58.91
433.94,58.398
434.15,58.142
434.37,58.213
434.58,57.985
434.79,58.006
435.01,58.45
435.22,58.829
435.43,58.924
435.64,59.572
435.86,59.854
436.07,59.986
436.28,60.401
436.5,60.156
436.71,60.501
436.92,60.979
437.13,61.335
437.35,60.695
437.56,60.731
437.77,61.203
